loading app ryu.app.simple_switch_13
loading app ryu.controller.ofp_handler
instantiating app ryu.app.simple_switch_13 of SimpleSwitch13
instantiating app ryu.controller.ofp_handler of OFPHandler
packet in 1 d6:cc:eb:d0:80:ce ff:ff:ff:ff:ff:ff 1
packet in 2 d6:cc:eb:d0:80:ce ff:ff:ff:ff:ff:ff 2
packet in 3 d6:cc:eb:d0:80:ce ff:ff:ff:ff:ff:ff 2
packet in 2 c2:1e:e8:ec:be:d6 d6:cc:eb:d0:80:ce 1
packet in 1 c2:1e:e8:ec:be:d6 d6:cc:eb:d0:80:ce 2
packet in 1 d6:cc:eb:d0:80:ce c2:1e:e8:ec:be:d6 1
packet in 2 d6:cc:eb:d0:80:ce c2:1e:e8:ec:be:d6 2
packet in 1 d6:cc:eb:d0:80:ce ff:ff:ff:ff:ff:ff 1
packet in 2 d6:cc:eb:d0:80:ce ff:ff:ff:ff:ff:ff 2
packet in 3 d6:cc:eb:d0:80:ce ff:ff:ff:ff:ff:ff 2
packet in 3 9a:49:5a:e0:d9:a0 d6:cc:eb:d0:80:ce 1
packet in 2 9a:49:5a:e0:d9:a0 d6:cc:eb:d0:80:ce 3
packet in 1 9a:49:5a:e0:d9:a0 d6:cc:eb:d0:80:ce 2
packet in 1 d6:cc:eb:d0:80:ce 9a:49:5a:e0:d9:a0 1
packet in 2 d6:cc:eb:d0:80:ce 9a:49:5a:e0:d9:a0 2
packet in 3 d6:cc:eb:d0:80:ce 9a:49:5a:e0:d9:a0 2
packet in 2 ce:a0:85:44:31:37 33:33:00:00:00:16 3
packet in 2 c2:1e:e8:ec:be:d6 ff:ff:ff:ff:ff:ff 1
packet in 1 ce:a0:85:44:31:37 33:33:00:00:00:16 2
packet in 3 c2:1e:e8:ec:be:d6 ff:ff:ff:ff:ff:ff 2
packet in 1 c2:1e:e8:ec:be:d6 ff:ff:ff:ff:ff:ff 2
packet in 3 9a:49:5a:e0:d9:a0 c2:1e:e8:ec:be:d6 1
packet in 2 ca:b0:93:a2:ca:d9 33:33:ff:a2:ca:d9 2
packet in 2 9a:49:5a:e0:d9:a0 c2:1e:e8:ec:be:d6 3
packet in 3 ca:b0:93:a2:ca:d9 33:33:ff:a2:ca:d9 2
packet in 2 c2:1e:e8:ec:be:d6 9a:49:5a:e0:d9:a0 1
packet in 3 c2:1e:e8:ec:be:d6 9a:49:5a:e0:d9:a0 2
packet in 2 ca:b0:93:a2:ca:d9 33:33:00:00:00:16 2
packet in 3 ca:b0:93:a2:ca:d9 33:33:00:00:00:16 2
packet in 3 9a:49:5a:e0:d9:a0 33:33:00:00:00:16 1
packet in 2 9a:49:5a:e0:d9:a0 33:33:00:00:00:16 3
packet in 1 9a:49:5a:e0:d9:a0 33:33:00:00:00:16 2
packet in 3 a2:d8:a7:e0:0a:49 33:33:00:00:00:16 2
packet in 3 a2:d8:a7:e0:0a:49 33:33:ff:e0:0a:49 2
packet in 3 9a:49:5a:e0:d9:a0 33:33:ff:e0:d9:a0 1
packet in 2 9a:49:5a:e0:d9:a0 33:33:ff:e0:d9:a0 3
packet in 1 9a:49:5a:e0:d9:a0 33:33:ff:e0:d9:a0 2
packet in 1 d6:cc:eb:d0:80:ce 33:33:00:00:00:16 1
packet in 2 d6:cc:eb:d0:80:ce 33:33:00:00:00:16 2
packet in 3 d6:cc:eb:d0:80:ce 33:33:00:00:00:16 2
packet in 2 c2:1e:e8:ec:be:d6 33:33:ff:ec:be:d6 1
packet in 1 d6:cc:eb:d0:80:ce 33:33:ff:d0:80:ce 1
packet in 2 d6:cc:eb:d0:80:ce 33:33:ff:d0:80:ce 2
packet in 1 c2:1e:e8:ec:be:d6 33:33:ff:ec:be:d6 2
packet in 3 c2:1e:e8:ec:be:d6 33:33:ff:ec:be:d6 2
packet in 3 d6:cc:eb:d0:80:ce 33:33:ff:d0:80:ce 2
packet in 2 c2:1e:e8:ec:be:d6 33:33:00:00:00:16 1
packet in 1 c2:1e:e8:ec:be:d6 33:33:00:00:00:16 2
packet in 3 c2:1e:e8:ec:be:d6 33:33:00:00:00:16 2
packet in 2 ce:a0:85:44:31:37 33:33:ff:44:31:37 3
